date,buckshot_nswc_seal,dragomir_sabre,osiris_elite_crew,seal_team_6_soldier_nswc_seal,slingshot_phoenix,soldier_phoenix,lt._commander_ricksaw_nswc_seal,b_squadron_officer_sas,special_agent_ava_fbi,blackwolf_sabre,enforcer_phoenix,maximus_sabre,the_elite_mr._muhlik_elite_crew,3rd_commando_company_ksk,'two_times'_mccoy_usaf_tacp,rezan_the_ready_sabre,'the_doctor'_romanov_sabre,markus_delrow_fbi_hrt,operator_fbi_swat,prof._shahmat_elite_crew,getaway_sally_the_professionals,number_k_the_professionals,little_kev_the_professionals,safecracker_voltzmann_the_professionals,sergeant_bombson_swat,john_'van_healen'_kask_swat,'blueberries'_buckshot_nswc_seal,sir_bloody_loudmouth_darryl_the_professionals,dragomir_sabre_footsoldier,sir_bloody_miami_darryl_the_professionals,cmdr._mae_'dead_cold'_jamison_swat,sir_bloody_skullhead_darryl_the_professionals,chem-haz_specialist_swat,bio-haz_specialist_swat,street_soldier_phoenix,1st_lieutenant_farlow_swat,'two_times'_mccoy_tacp_cavalry,sir_bloody_darryl_royale_the_professionals,sir_bloody_silent_darryl_the_professionals,sous-lieutenant_medic_gendarmerie_nationale,trapper_aggressor_guerrilla_warfare,vypa_sista_of_the_revolution_guerrilla_warfare,officer_jacques_beltram_gendarmerie_nationale,'medium_rare'_crasswater_guerrilla_warfare,arno_the_overgrown_guerrilla_warfare,aspirant_gendarmerie_nationale,bloody_darryl_the_strapped_the_professionals,chef_d'escadron_rouchard_gendarmerie_nationale,chem-haz_capitaine_gendarmerie_nationale,cmdr._davida_'goggles'_fernandez_seal_frogman,cmdr._frank_'wet_sox'_baroud_seal_frogman,col._mangos_dabisi_guerrilla_warfare,crasswater_the_forgotten_guerrilla_warfare,d_squadron_officer_nzsas,elite_trapper_solman_guerrilla_warfare,trapper_guerrilla_warfare,lieutenant_'tree_hugger'_farlow_swat,lieutenant_rex_krikey_seal_frogman,primeiro_tenente_brazilian_1st_battalion,jungle_rebel_elite_crew
2021-09-24 00:00:00+00:00,0.653,0.422,0.347,1.215,0.523,0.321,3.245,0.876,4.256,0.902,0.34,0.416,1.176,1.632,0.728,0.807,1.847,0.564,0.778,0.438,5.185,5.182,1.879,2.018,0.984,0.971,0.98,5.768,0.532,9.334,2.582,3.819,1.859,1.133,1.159,1.144,0.717,3.997,3.044,,,,,,,,,,,,,,,,,,,,,
2021-09-25 00:00:00+00:00,0.648,0.428,0.355,1.238,0.527,0.315,3.408,0.924,4.446,1.021,0.353,0.429,1.274,1.71,0.74,0.85,2.002,0.572,0.805,0.428,5.926,5.45,2.022,2.188,1.034,0.999,1.005,6.074,0.535,9.92,2.767,4.092,2.009,1.242,1.215,1.262,0.733,4.266,3.275,,,,,,,,,,,,,,,,,,,,,
2021-09-26 00:00:00+00:00,0.677,0.462,0.354,1.387,0.536,0.32,3.503,1.014,4.392,1.09,0.364,0.452,1.343,1.763,0.79,0.914,2.132,0.592,0.909,0.434,6.024,5.514,2.209,2.246,1.047,1.06,1.082,6.173,0.557,10.524,2.85,4.073,2.073,1.263,1.332,1.362,0.759,4.399,3.292,,,,,,,,,,,,,,,,,,,,,
2021-09-27 00:00:00+00:00,0.686,0.456,0.374,1.329,0.556,0.326,3.584,1.034,4.288,1.066,0.38,0.455,1.362,1.768,0.803,0.953,2.06,0.586,0.919,0.455,5.89,5.313,2.148,2.277,1.125,1.07,1.052,6.031,0.558,10.018,2.955,4.157,2.039,1.252,1.353,1.354,0.789,4.34,3.349,,,,,,,,,,,,,,,,,,,,,
2021-09-28 00:00:00+00:00,0.682,0.465,0.364,1.288,0.548,0.325,3.596,1.017,4.406,1.088,0.378,0.448,1.377,1.774,0.796,0.95,2.063,0.595,0.908,0.455,5.992,5.323,2.081,2.262,1.126,1.071,1.035,6.174,0.58,9.98,2.957,4.18,2.063,1.246,1.332,1.323,0.789,4.343,3.391,,,,,,,,,,,,,,,,,,,,,
2021-09-29 00:00:00+00:00,0.693,0.451,0.363,1.263,0.538,0.319,3.372,0.964,4.271,1.057,0.37,0.431,1.316,1.753,0.78,0.916,1.987,0.583,0.879,0.446,5.636,5.204,2.057,2.176,1.064,1.041,1.042,6.091,0.579,9.622,2.789,4.066,1.934,1.186,1.303,1.284,0.766,4.242,3.298,,,,,,,,,,,,,,,,,,,,,
2021-09-30 00:00:00+00:00,0.686,0.45,0.365,1.287,0.539,0.317,3.367,0.951,4.308,1.033,0.371,0.434,1.281,1.76,0.776,0.925,2.026,0.59,0.856,0.425,5.87,5.263,2.115,2.183,1.031,1.05,1.046,5.971,0.59,9.909,2.765,4.066,1.968,1.146,1.205,1.266,0.75,4.268,3.278,,,,,,,,,,,,,,,,,,,,,
2021-10-01 00:00:00+00:00,0.696,0.453,0.357,1.281,0.553,0.32,3.628,0.987,4.464,1.026,0.378,0.438,1.321,1.785,0.794,0.896,2.064,0.599,0.859,0.444,5.89,5.453,2.166,2.223,1.038,1.055,1.046,6.497,0.587,10.109,2.98,4.196,1.995,1.172,1.176,1.316,0.783,4.439,3.414,,,,,,,,,,,,,,,,,,,,,
2021-10-02 00:00:00+00:00,0.708,0.462,0.363,1.316,0.55,0.332,3.801,1.004,4.542,1.028,0.385,0.436,1.367,1.797,0.819,0.939,2.091,0.6,0.877,0.461,6.194,5.584,2.133,2.221,1.07,1.072,1.061,6.852,0.602,10.388,3.061,4.503,2.093,1.19,1.263,1.346,0.808,4.599,3.537,,,,,,,,,,,,,,,,,,,,,
2021-10-03 00:00:00+00:00,0.717,0.464,0.367,1.301,0.556,0.334,3.746,1.006,4.667,1.086,0.393,0.44,1.37,1.844,0.838,0.942,2.127,0.606,0.869,0.46,6.427,6.036,2.136,2.276,1.091,1.101,1.066,6.903,0.604,10.642,3.06,4.407,2.075,1.198,1.28,1.381,0.807,4.607,3.552,,,,,,,,,,,,,,,,,,,,,
2021-10-04 00:00:00+00:00,0.733,0.474,0.376,1.359,0.55,0.335,3.866,1.04,4.642,1.086,0.395,0.441,1.391,1.855,0.838,0.94,2.173,0.619,0.881,0.466,6.496,6.105,2.168,2.348,1.102,1.137,1.067,6.878,0.607,10.645,3.174,4.445,2.104,1.244,1.279,1.432,0.824,4.64,3.573,,,,,,,,,,,,,,,,,,,,,
2021-10-05 00:00:00+00:00,0.752,0.49,0.385,1.415,0.56,0.344,3.774,1.068,4.69,1.093,0.397,0.461,1.406,1.871,0.844,0.945,2.21,0.634,0.907,0.47,6.482,6.057,2.258,2.316,1.142,1.182,1.07,7.064,0.624,10.598,3.213,4.459,2.157,1.315,1.298,1.475,0.82,4.666,3.577,,,,,,,,,,,,,,,,,,,,,
2021-10-06 00:00:00+00:00,0.735,0.496,0.384,1.416,0.562,0.356,3.852,1.073,4.7,1.081,0.397,0.466,1.398,1.897,0.859,0.933,2.239,0.628,0.916,0.473,6.59,6.005,2.31,2.359,1.157,1.189,1.049,6.879,0.641,10.706,3.211,4.402,2.272,1.309,1.276,1.502,0.81,4.714,3.542,,,,,,,,,,,,,,,,,,,,,
2021-10-07 00:00:00+00:00,0.731,0.491,0.383,1.428,0.564,0.364,3.784,1.062,4.617,1.112,0.396,0.472,1.406,1.905,0.854,0.949,2.269,0.621,0.94,0.485,6.467,5.765,2.243,2.419,1.16,1.188,1.079,6.833,0.652,10.496,3.197,4.407,2.466,1.368,1.289,1.49,0.833,4.676,3.569,,,,,,,,,,,,,,,,,,,,,
2021-10-08 00:00:00+00:00,0.758,0.504,0.385,1.487,0.568,0.361,3.835,1.073,4.661,1.109,0.405,0.475,1.416,1.967,0.851,0.965,2.294,0.625,0.936,0.494,6.706,5.942,2.26,2.364,1.178,1.177,1.142,6.995,0.656,10.772,3.174,4.582,2.651,1.43,1.309,1.489,0.834,4.671,3.624,,,,,,,,,,,,,,,,,,,,,
2021-10-09 00:00:00+00:00,0.749,0.516,0.405,1.506,0.568,0.361,3.834,1.095,4.72,1.122,0.408,0.476,1.417,1.974,0.861,0.987,2.29,0.639,0.925,0.486,6.767,5.881,2.265,2.375,1.201,1.197,1.177,6.847,0.639,10.577,3.234,4.606,2.656,1.438,1.307,1.512,0.833,4.888,3.672,,,,,,,,,,,,,,,,,,,,,
2021-10-10 00:00:00+00:00,0.763,0.513,0.41,1.498,0.573,0.363,3.821,1.052,4.688,1.16,0.429,0.482,1.412,1.913,0.872,0.999,2.354,0.627,0.946,0.499,6.657,5.899,2.221,2.345,1.177,1.186,1.144,7.152,0.673,10.759,3.281,4.629,2.627,1.464,1.309,1.508,0.832,4.92,3.631,,,,,,,,,,,,,,,,,,,,,
2021-10-11 00:00:00+00:00,0.744,0.508,0.41,1.501,0.572,0.357,3.854,1.07,4.712,1.116,0.434,0.469,1.427,1.941,0.857,0.985,2.351,0.62,0.94,0.493,6.691,5.92,2.226,2.326,1.157,1.199,1.121,7.276,0.641,10.736,3.203,4.589,2.588,1.418,1.306,1.521,0.831,4.765,3.633,,,,,,,,,,,,,,,,,,,,,
2021-10-12 00:00:00+00:00,0.732,0.508,0.408,1.456,0.567,0.359,3.773,1.036,4.726,1.149,0.422,0.473,1.395,1.9,0.85,1.002,2.284,0.614,0.905,0.493,6.624,5.94,2.219,2.352,1.183,1.176,1.107,7.11,0.616,10.662,3.159,4.556,2.592,1.409,1.305,1.45,0.832,4.649,3.65,,,,,,,,,,,,,,,,,,,,,
2021-10-13 00:00:00+00:00,0.727,0.485,0.4,1.429,0.558,0.349,3.687,1.031,4.609,1.123,0.417,0.456,1.389,1.812,0.821,0.954,2.187,0.606,0.89,0.483,6.489,5.864,2.173,2.319,1.175,1.138,1.124,6.856,0.61,10.474,3.142,4.481,2.559,1.374,1.263,1.444,0.81,4.739,3.614,,,,,,,,,,,,,,,,,,,,,
2021-10-14 00:00:00+00:00,0.726,0.485,0.391,1.377,0.542,0.35,3.658,0.968,4.57,1.125,0.428,0.454,1.358,1.81,0.809,0.976,2.169,0.593,0.878,0.478,6.639,5.962,2.164,2.28,1.141,1.097,1.1,6.779,0.615,10.426,3.101,4.333,2.482,1.333,1.295,1.351,0.787,4.606,3.6,,,,,,,,,,,,,,,,,,,,,
2021-10-15 00:00:00+00:00,0.709,0.481,0.401,1.384,0.552,0.355,3.584,0.92,4.596,1.104,0.437,0.465,1.36,1.788,0.801,0.985,2.146,0.587,0.864,0.48,6.397,5.986,2.217,2.231,1.133,1.067,1.135,6.603,0.633,10.686,3.019,4.407,2.277,1.338,1.301,1.324,0.79,4.64,3.577,,,,,,,,,,,,,,,,,,,,,
2021-10-16 00:00:00+00:00,0.699,0.481,0.395,1.359,0.55,0.36,3.596,0.881,4.576,1.089,0.442,0.452,1.354,1.788,0.793,0.997,2.191,0.587,0.867,0.478,6.581,5.862,2.162,2.225,1.136,1.055,1.125,6.775,0.621,10.766,3.063,4.328,2.25,1.341,1.299,1.321,0.805,4.665,3.661,,,,,,,,,,,,,,,,,,,,,
2021-10-17 00:00:00+00:00,0.699,0.474,0.384,1.341,0.559,0.357,3.631,0.927,4.582,1.052,0.42,0.459,1.376,1.79,0.805,0.995,2.169,0.596,0.862,0.474,6.702,5.873,2.114,2.174,1.105,1.028,1.117,6.748,0.631,10.546,3.116,4.252,2.245,1.329,1.325,1.289,0.798,4.627,3.665,,,,,,,,,,,,,,,,,,,,,
2021-10-18 00:00:00+00:00,0.698,0.468,0.386,1.278,0.559,0.351,3.587,0.911,4.425,1.067,0.423,0.461,1.332,1.745,0.774,0.977,2.169,0.578,0.863,0.468,6.657,5.705,2.062,2.132,1.114,1.02,1.15,6.562,0.624,10.469,3.004,4.118,2.112,1.318,1.304,1.289,0.788,4.507,3.564,,,,,,,,,,,,,,,,,,,,,
2021-10-19 00:00:00+00:00,0.674,0.476,0.378,1.233,0.54,0.349,3.404,0.889,4.46,1.026,0.42,0.44,1.357,1.717,0.771,0.975,2.159,0.589,0.831,0.473,6.34,5.735,2.145,2.136,1.083,1.031,1.095,6.594,0.629,10.031,2.985,4.137,2.09,1.303,1.245,1.29,0.768,4.353,3.555,,,,,,,,,,,,,,,,,,,,,
2021-10-20 00:00:00+00:00,0.665,0.467,0.374,1.219,0.553,0.338,3.436,0.889,4.389,1.027,0.408,0.453,1.343,1.708,0.741,0.972,2.145,0.581,0.836,0.479,6.59,5.649,2.102,2.088,1.058,1.025,1.126,6.466,0.608,10.445,2.923,3.993,2.038,1.284,1.267,1.236,0.756,4.357,3.403,,,,,,,,,,,,,,,,,,,,,
2021-10-21 00:00:00+00:00,0.645,0.436,0.372,1.236,0.544,0.34,3.382,0.888,4.168,1.021,0.396,0.446,1.262,1.685,0.731,0.951,2.11,0.556,0.826,0.452,6.644,5.505,2.04,2.07,1.039,1.001,1.125,6.442,0.615,10.317,2.822,3.895,2.05,1.225,1.245,1.217,0.747,4.331,3.394,,,,,,,,,,,,,,,,,,,,,
2021-10-22 00:00:00+00:00,0.599,0.411,0.356,1.121,0.536,0.337,2.917,0.821,3.753,0.926,0.381,0.411,1.154,1.532,0.665,0.866,1.925,0.534,0.763,0.43,5.856,5.331,1.929,1.859,0.987,0.923,1.032,5.775,0.569,9.251,2.453,3.456,1.942,1.13,1.149,1.097,0.688,3.747,2.989,,,,,,,,,,,,,,,,,,,,,
2021-10-23 00:00:00+00:00,0.599,0.396,0.338,1.157,0.501,0.326,3.053,0.798,3.883,0.925,0.357,0.397,1.148,1.568,0.685,0.859,2.093,0.519,0.78,0.411,5.962,5.169,1.894,1.843,0.972,0.956,1.009,5.865,0.569,9.391,2.508,3.563,1.878,1.118,1.181,1.124,0.702,4.023,3.014,,,,,,,,,,,,,,,,,,,,,
2021-10-24 00:00:00+00:00,0.596,0.385,0.333,1.146,0.486,0.318,3.106,0.805,3.998,0.901,0.353,0.406,1.121,1.637,0.665,0.864,2.009,0.504,0.772,0.402,6.17,5.321,1.938,1.933,0.966,0.903,1.001,5.97,0.562,9.411,2.61,3.644,1.887,1.069,1.167,1.115,0.673,4.053,3.146,,,,,,,,,,,,,,,,,,,,,
2021-10-25 00:00:00+00:00,0.59,0.383,0.33,1.143,0.465,0.306,3.112,0.795,3.868,0.901,0.351,0.4,1.165,1.479,0.652,0.86,1.952,0.507,0.76,0.397,6.145,5.402,1.94,1.891,0.954,0.924,1.05,6.109,0.546,9.576,2.536,3.694,1.816,1.056,1.122,1.13,0.679,4.033,3.065,,,,,,,,,,,,,,,,,,,,,
2021-10-26 00:00:00+00:00,0.58,0.385,0.328,1.136,0.443,0.299,3.165,0.807,3.919,0.908,0.358,0.409,1.154,1.539,0.656,0.859,1.968,0.514,0.764,0.391,6.152,5.408,1.916,1.882,0.975,0.933,1.064,5.818,0.552,9.59,2.602,3.682,1.808,1.07,1.158,1.137,0.699,3.948,3.073,,,,,,,,,,,,,,,,,,,,,
2021-10-27 00:00:00+00:00,0.587,0.393,0.313,1.129,0.454,0.297,3.149,0.82,3.965,0.921,0.378,0.414,1.202,1.523,0.674,0.848,1.987,0.505,0.761,0.393,6.261,5.276,1.977,1.927,0.977,0.933,1.057,6.051,0.558,9.687,2.561,3.686,1.804,1.094,1.174,1.144,0.697,4.063,3.078,,,,,,,,,,,,,,,,,,,,,
2021-10-28 00:00:00+00:00,0.603,0.393,0.322,1.14,0.475,0.289,3.11,0.809,3.825,0.953,0.349,0.406,1.188,1.561,0.678,0.835,1.978,0.51,0.76,0.384,6.054,5.386,1.903,1.912,0.98,0.921,1.028,6.069,0.557,9.878,2.514,3.666,1.839,1.092,1.162,1.154,0.688,3.917,3.06,,,,,,,,,,,,,,,,,,,,,
2021-10-29 00:00:00+00:00,0.57,0.386,0.298,1.101,0.464,0.275,3.065,0.794,3.884,0.89,0.339,0.38,1.126,1.509,0.644,0.824,1.888,0.496,0.761,0.381,6.238,5.415,1.87,1.905,0.943,0.935,1.039,5.948,0.551,9.809,2.559,3.708,1.812,1.067,1.113,1.096,0.657,3.96,3.041,,,,,,,,,,,,,,,,,,,,,
2021-10-30 00:00:00+00:00,0.564,0.372,0.303,1.101,0.469,0.294,3.173,0.775,4.071,0.907,0.346,0.367,1.164,1.558,0.656,0.82,1.933,0.491,0.752,0.386,6.372,5.646,1.887,1.944,0.933,0.939,1.055,6.048,0.541,9.985,2.569,3.757,1.888,1.071,1.141,1.135,0.676,4.028,3.072,,,,,,,,,,,,,,,,,,,,,
2021-10-31 00:00:00+00:00,0.583,0.393,0.301,1.113,0.475,0.298,3.154,0.771,4.073,0.891,0.345,0.366,1.165,1.522,0.664,0.804,1.893,0.494,0.76,0.392,6.378,5.602,1.891,1.965,0.935,0.909,1.059,6.241,0.567,10.113,2.59,3.796,1.849,1.089,1.159,1.169,0.676,4.035,3.169,,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:00:00+00:00,0.599,0.406,0.309,1.116,0.489,0.302,3.216,0.795,4.119,0.929,0.35,0.378,1.189,1.523,0.667,0.824,1.962,0.504,0.778,0.4,6.459,5.583,1.92,2.03,0.924,0.929,1.074,6.33,0.59,10.249,2.702,3.853,1.928,1.084,1.136,1.189,0.691,4.073,3.257,,,,,,,,,,,,,,,,,,,,,
2021-11-02 00:00:00+00:00,0.607,0.454,0.317,1.196,0.522,0.31,3.347,0.821,4.255,0.966,0.358,0.389,1.242,1.554,0.687,0.864,2.066,0.516,0.784,0.408,6.518,5.644,1.958,2.079,0.965,0.929,1.081,6.531,0.603,10.498,2.72,3.966,1.97,1.122,1.188,1.241,0.703,4.166,3.285,,,,,,,,,,,,,,,,,,,,,
2021-11-03 00:00:00+00:00,0.612,0.474,0.318,1.252,0.54,0.311,3.405,0.831,4.36,0.963,0.369,0.405,1.264,1.625,0.716,0.883,2.092,0.514,0.789,0.414,6.634,5.825,1.951,2.097,0.986,0.954,1.097,6.531,0.591,10.457,2.78,3.898,2.03,1.175,1.251,1.271,0.711,4.144,3.254,,,,,,,,,,,,,,,,,,,,,
2021-11-04 00:00:00+00:00,0.614,0.473,0.329,1.231,0.542,0.311,3.481,0.828,4.456,0.935,0.398,0.414,1.251,1.648,0.722,0.91,2.078,0.528,0.819,0.42,6.598,5.723,1.982,2.1,0.986,0.97,1.1,6.688,0.593,10.388,2.824,4.032,2.054,1.221,1.184,1.279,0.705,4.234,3.274,,,,,,,,,,,,,,,,,,,,,
2021-11-05 00:00:00+00:00,0.606,0.473,0.333,1.221,0.555,0.322,3.442,0.839,4.379,0.939,0.402,0.412,1.227,1.668,0.72,0.894,2.091,0.521,0.854,0.423,6.475,5.77,2.034,2.051,0.95,0.959,1.092,6.583,0.598,10.35,2.757,3.917,2.071,1.215,1.227,1.274,0.698,4.217,3.209,,,,,,,,,,,,,,,,,,,,,
2021-11-06 00:00:00+00:00,0.617,0.468,0.336,1.227,0.545,0.32,3.516,0.877,4.315,0.942,0.408,0.414,1.251,1.675,0.721,0.924,2.111,0.511,0.852,0.426,6.632,5.768,2.056,2.054,1.014,0.962,1.106,6.726,0.598,10.495,2.862,3.971,2.111,1.22,1.201,1.28,0.704,4.297,3.253,,,,,,,,,,,,,,,,,,,,,
2021-11-07 00:00:00+00:00,0.611,0.464,0.33,1.201,0.547,0.323,3.459,0.891,4.159,0.94,0.405,0.417,1.237,1.634,0.712,0.884,2.03,0.516,0.856,0.426,6.659,5.624,1.993,2.037,1.037,0.971,1.119,6.624,0.587,10.533,2.78,3.889,2.034,1.239,1.243,1.222,0.702,4.099,3.223,,,,,,,,,,,,,,,,,,,,,
2021-11-08 00:00:00+00:00,0.604,0.44,0.331,1.182,0.534,0.316,3.279,0.87,3.946,0.956,0.399,0.412,1.228,1.629,0.689,0.88,1.927,0.517,0.851,0.401,6.287,5.503,1.957,1.974,1.013,0.961,1.075,6.342,0.581,10.274,2.751,3.748,1.944,1.206,1.178,1.189,0.691,4.04,3.133,,,,,,,,,,,,,,,,,,,,,
2021-11-09 00:00:00+00:00,0.609,0.443,0.331,1.2,0.541,0.316,3.335,0.852,4.044,0.936,0.397,0.415,1.223,1.596,0.688,0.865,1.987,0.524,0.834,0.41,6.438,5.728,1.991,2.03,1.023,0.964,1.095,6.305,0.576,10.189,2.691,3.756,1.977,1.213,1.214,1.203,0.673,4.068,3.23,,,,,,,,,,,,,,,,,,,,,
2021-11-10 00:00:00+00:00,0.554,0.399,0.307,1.1,0.513,0.302,3.087,0.76,3.806,0.882,0.367,0.386,1.121,1.5,0.631,0.8,1.822,0.472,0.772,0.385,6.166,5.279,1.918,1.843,0.994,0.922,1.046,6.056,0.541,9.706,2.499,3.581,1.851,1.117,1.111,1.093,0.63,3.821,2.994,,,,,,,,,,,,,,,,,,,,,
2021-11-11 00:00:00+00:00,0.575,0.402,0.313,1.11,0.51,0.298,3.042,0.747,3.68,0.886,0.373,0.386,1.11,1.505,0.631,0.787,1.864,0.484,0.755,0.373,6.297,5.376,1.932,1.872,0.936,0.931,1.037,6.099,0.535,9.7,2.431,3.554,1.815,1.096,1.097,1.087,0.656,3.794,2.886,,,,,,,,,,,,,,,,,,,,,
2021-11-12 00:00:00+00:00,0.556,0.407,0.311,1.095,0.504,0.296,3.187,0.757,3.733,0.896,0.394,0.39,1.176,1.536,0.646,0.81,1.925,0.486,0.77,0.376,6.044,5.344,1.944,1.921,0.935,0.915,1.041,6.059,0.513,9.575,2.578,3.488,1.835,1.07,1.113,1.101,0.671,3.966,2.887,,,,,,,,,,,,,,,,,,,,,
2021-11-13 00:00:00+00:00,0.545,0.4,0.303,1.102,0.491,0.29,3.11,0.753,4.016,0.906,0.384,0.387,1.167,1.513,0.646,0.845,1.918,0.47,0.816,0.372,6.186,5.502,1.911,1.953,0.936,0.935,0.986,6.102,0.502,9.742,2.667,3.589,1.788,1.093,1.142,1.097,0.654,3.977,3.149,,,,,,,,,,,,,,,,,,,,,
2021-11-14 00:00:00+00:00,0.563,0.404,0.303,1.082,0.496,0.282,3.139,0.748,4.04,0.905,0.375,0.396,1.184,1.489,0.658,0.843,1.942,0.474,0.838,0.384,6.277,5.465,1.943,1.981,0.954,0.943,0.99,6.173,0.506,10.047,2.654,3.752,1.848,1.114,1.177,1.104,0.66,4.089,3.15,,,,,,,,,,,,,,,,,,,,,
2021-11-15 00:00:00+00:00,0.577,0.405,0.308,1.1,0.5,0.284,3.318,0.767,4.145,0.905,0.379,0.397,1.191,1.536,0.643,0.848,1.978,0.482,0.82,0.391,6.43,5.61,1.994,2.014,0.969,0.924,1.0,6.398,0.533,10.164,2.661,3.851,1.784,1.096,1.195,1.112,0.666,4.135,3.156,,,,,,,,,,,,,,,,,,,,,
2021-11-16 00:00:00+00:00,0.565,0.412,0.302,1.148,0.496,0.284,3.295,0.758,4.181,0.916,0.377,0.395,1.177,1.495,0.649,0.833,2.005,0.485,0.808,0.395,6.583,5.617,1.997,1.981,0.991,0.945,1.017,6.472,0.525,10.311,2.709,3.832,1.781,1.082,1.201,1.119,0.651,4.152,3.208,,,,,,,,,,,,,,,,,,,,,
2021-11-17 00:00:00+00:00,0.548,0.403,0.307,1.148,0.476,0.288,3.36,0.76,4.276,0.917,0.377,0.393,1.193,1.49,0.646,0.802,1.974,0.464,0.794,0.397,6.626,5.638,1.985,2.029,0.964,0.907,1.001,6.651,0.522,10.349,2.677,3.839,1.791,1.076,1.206,1.105,0.674,4.124,3.206,,,,,,,,,,,,,,,,,,,,,
2021-11-18 00:00:00+00:00,0.568,0.4,0.304,1.114,0.504,0.283,3.329,0.744,4.375,0.891,0.372,0.386,1.197,1.504,0.664,0.841,2.021,0.486,0.793,0.407,6.514,5.783,1.999,2.037,0.938,0.907,0.971,6.619,0.532,10.448,2.716,3.836,1.794,1.058,1.227,1.091,0.674,4.143,3.205,,,,,,,,,,,,,,,,,,,,,
2021-11-19 00:00:00+00:00,0.572,0.399,0.303,1.102,0.499,0.294,3.33,0.739,4.25,0.915,0.376,0.389,1.183,1.505,0.674,0.844,1.971,0.479,0.769,0.389,6.563,5.697,2.0,1.982,0.966,0.885,1.006,6.721,0.549,10.515,2.657,3.839,1.787,1.063,1.214,1.087,0.678,4.118,3.175,,,,,,,,,,,,,,,,,,,,,
2021-11-20 00:00:00+00:00,0.567,0.407,0.309,1.171,0.516,0.297,3.398,0.765,4.296,0.92,0.379,0.393,1.165,1.63,0.679,0.856,1.986,0.484,0.795,0.393,6.718,5.832,1.979,2.024,0.962,0.904,0.986,6.742,0.549,10.62,2.714,3.895,1.809,1.087,1.19,1.102,0.702,4.186,3.277,,,,,,,,,,,,,,,,,,,,,
2021-11-21 00:00:00+00:00,0.565,0.403,0.31,1.16,0.518,0.297,3.352,0.772,4.179,0.916,0.386,0.394,1.189,1.59,0.684,0.868,2.001,0.479,0.81,0.387,6.823,5.919,1.996,2.033,0.973,0.91,1.004,6.738,0.546,10.868,2.686,3.905,1.842,1.071,1.215,1.107,0.703,4.256,3.219,0.592,0.832,7.159,1.879,5.357,1.003,0.516,3.371,4.695,2.17,6.043,6.235,2.252,2.969,0.96,3.662,1.468,1.003,1.211,2.026,
2021-11-22 00:00:00+00:00,0.572,0.398,0.308,1.14,0.519,0.299,3.248,0.789,4.146,0.918,0.382,0.395,1.17,1.593,0.684,0.885,1.983,0.49,0.79,0.392,6.643,5.712,1.982,2.035,0.965,0.904,0.996,6.753,0.533,10.688,2.661,3.877,1.85,1.072,1.237,1.084,0.689,4.153,3.217,0.604,0.855,7.179,1.913,5.262,1.0,0.535,3.333,4.703,2.224,6.137,6.1,2.267,2.886,1.002,3.578,1.495,1.041,1.237,2.075,0.545
2021-11-23 00:00:00+00:00,0.57,0.405,0.31,1.156,0.528,0.299,3.24,0.767,4.218,0.916,0.385,0.398,1.182,1.597,0.687,0.878,1.99,0.494,0.789,0.387,6.991,5.763,1.948,2.014,0.978,0.909,1.011,6.682,0.518,10.56,2.648,3.857,1.845,1.066,1.226,1.092,0.689,4.22,3.231,0.608,0.876,6.997,1.811,5.153,1.007,0.544,3.325,4.739,2.15,6.282,6.277,2.218,2.847,1.039,3.489,1.511,1.066,1.212,2.071,0.554
2021-11-24 00:00:00+00:00,0.558,0.403,0.311,1.117,0.529,0.295,3.187,0.773,4.037,0.921,0.374,0.384,1.176,1.588,0.672,0.862,1.914,0.484,0.78,0.39,7.038,5.698,1.91,1.938,0.926,0.901,0.977,6.301,0.527,10.471,2.548,3.74,1.813,1.028,1.206,1.093,0.672,3.962,3.182,0.573,0.851,6.806,1.701,4.75,0.904,0.496,3.202,4.5,1.906,6.194,5.999,2.062,2.699,0.987,3.364,1.474,1.003,1.15,1.955,0.518
2021-11-25 00:00:00+00:00,0.519,0.364,0.284,1.039,0.484,0.275,2.994,0.709,3.782,0.828,0.355,0.355,1.095,1.481,0.61,0.79,1.743,0.443,0.727,0.353,6.608,5.494,1.861,1.856,0.873,0.818,0.9,6.17,0.494,9.932,2.457,3.581,1.749,0.97,1.138,1.011,0.611,3.861,2.986,0.55,0.809,6.339,1.662,4.416,0.839,0.449,3.004,4.148,1.741,5.731,5.512,1.95,2.487,0.891,3.179,1.307,0.946,1.075,1.854,0.472
2021-11-26 00:00:00+00:00,0.503,0.37,0.286,1.03,0.465,0.273,2.985,0.706,3.748,0.824,0.354,0.349,1.096,1.436,0.607,0.776,1.744,0.449,0.715,0.355,6.493,5.501,1.818,1.9,0.864,0.813,0.916,6.329,0.5,10.181,2.495,3.546,1.748,0.94,1.108,1.013,0.619,3.907,2.994,0.505,0.785,6.419,1.598,4.267,0.862,0.448,2.94,3.882,1.644,5.505,5.481,1.92,2.401,0.955,3.17,1.265,0.949,1.008,1.756,0.482
